unexpected items chefs never refrigerate butter cheese probably foods fridge home not best place	0
bookkeeper admits stealing m cashing fraudulent checks former bookkeeper office manager newark company admitted wrote cashed nearly million fraudulent checks fiveyear span tammy l martinez pleaded guilty one count bank fraud tuesday us attorneys office said statement martinez south amboy mailing address resides sayreville faces years prison	0
home may not mansion might still pay mansion tax real estate deals trigger known transfer tax certain cities states levying additional tax homes sell certain price known mansion tax	1
souping try regularly eating soup comforting filling might help shed unwanted pounds	0
osceola posts shutout hagerty wins ot football kissimmee osceola won manatee bradenton fourth consecutive shutout victory wasnt pretty two teams committing eight turnovers three kowboys inclement weather osceola ranked no sentinel super area rankings made yard touchdown run jarandy swint carries yards spencer richards added two field goals one yards kowboys vero ties wins record	0
macarthur causeway closed miami beach police investigate fatal crash miami beach police closed westbound macarthur causeway saturday morning following fatal crash police suggest drivers take alternate routes including venetian causeway julia tuttle get off miami beach crash happened miami side busy roadway police said details wsvn reports crash may involved someone riding golf cart	1
pge begins restoring power north bay sierra foothills plans new weekend shutdowns pge thursday gave weather clear customers affected public safety power shutoff began wednesday north bay sierra foothills interstate highway	0
new restaurants bars open historic whiskey row whiskey row growing two weeks three new restaurants bars will open historic district one restaurants tapping heritage new home provide unique dining experience got new york strip bone ribeye bone filet coming off oak fired grill said jp carter executive chef repeal new highend oakfired steakhouse located inside hotel distill also	1
hubbards yards tds lead oklahoma state past tcu chuba hubbard ran yards two long touchdowns help oklahoma state defeat tcu saturday	0
mac attack find best macaroni cheese asheville try macaroni styles asheville mac attack salvage station not going covered else eat	0
three new restaurants announced columbia merriweather district three restaurants specializing woodfired pizza indian thai cuisines will coming columbias future merriweather district matchbox clove cardamom dok kao thai eatery latest join merriweather district howard hughes corporation announced monday announcement comes nearly month busboys poets washington dcbased chain revealed	0
trumps steel tariffs supposed save industry made things worse benchmark steel prices fallen well level tariffs took effect	0
democratic senators reject possible clinton comeback democrats tell hillary not run reaction analysis five	0
find bojangles box triad win panthers tickets five bojangles boxes will hidden around triad saturday wont filled buttery biscuits instead big bo boxes will filled things carolina panthers restaurant scavenger hunt will hide boxes five iconic landmarks throughout triad fans will get clues find boxes bojangles instagram twitter account first fans find boxes win	1
bats games player now kizito cookie lady bobblehead called cookie lady become tradition slugger field louisville bats made bobblehead honor	1
comforting x casserole recipes christmas breakfast comforting start holiday try one christmas breakfast casserole recipes post christmas breakfast casseroles made pan appeared first taste home	0
doctors want fda warn women cheese breast cancer link members physicians committee responsible medicine agreed federal government add label cheese products warn women risk breast cancer	0
iphone se coming huge also kinda small rumors new iphone se reached fever pitch break iphone may big deal	0
lowriders vegas see lowrider photos las vegas super show show proved successful one plan something bigger better can rest assured learned mistakes ready make lost time	0
new setback fort mcphersons second development project thursday developer million plan construct housing shops hotel office space sprawling fort mcpherson space not part newlyopened tyler perry studios project backed project according partners atlanta business chronicle board fort mcpherson implementing local redevelopment authority severed relationship developer macauley investments	0
state agrees suppress information mollie tibbetts trial state agreed statements man accused killing mollie tibbetts not used court august cristhian bahena riveras lawyers filed motion suppress information gathered polices investigation claimed riveras miranda rights violated therefore information gathered interview removed court proceedings friday state responded	1
exprincipal made holocaust comments faces firing next week former spanish river high principal william latson told parent couldnt say whether holocaust factual event faces termination school district personnel investigation found grounds fire boca raton residents observers across country anxiously awaited latsons day reckoning will come oct three half months comments	1
butcher brew opens halcyon butcher brew officially opened doors dinner tuesday afternoon halcyon location new butcher brew located square foot building across green space pub will mark eight planned combined food stalls restaurants center pub specializes madefromscratch american pub fare including wings bowls soups salads sandwiches butcher brew also offers options tap	1
authorities id man killed union township singlevehicle crash man died singlevehicle crash union township clinton county friday according ohio state highway patrol crash happened state route union township around pm oshp said joseph ramsey martinsville ohio driving jeep suv east state route near airborne road vehicle crossed median drove off left side road hit tree causing vehicle catch	0
exclusive new details suspect secretly filmed bellarmine athletes police eyes man said responsible secretly recording bellarmine female athletes south carolina college locker room video recorded years ago limestone college gaffney sc posted pornographic website earlier year video just recently discovered limestone college police sgt filed police report city gaffney police department october alerting	1
nyc hitmaker danny meyer bringing navy yard rooftop bar yearround spritzes anchovy social restaurant magnates second place thompson hotel	1
teenager killed wreck walnut grove storm memphis tenn teenager dead wreck cordova strong storm swept area monday morning shamar hoyer driving mercury suv walnut grove near walnut trace accident happened police said vehicle hit curb hit tree walnut trace hoyer taken regional one critical condition died hours later	1
uss indianapolis survivor art leenerman dies survivors remain passing monday leenerman one just dozen survivors july sinking uss indianapolis still living	1
oprah shares serious battle pneumonia prevent infection pneumonia nothing play yall said	1
austin th popular migration metro us capital city gained net average residents per year us metro areas according new report commercialcaf	0
bernie sanders fought us aoc voices support sanders campaign rep alexandria ocasiocortez spoke campaign rally sen bernie sanders presidential campaign officially support introduce candidacy	1
can uws secondary contend osus talented deep wide receiver corps ohio state features five quality wide receivers last catches receiving yards season	1
facebooks new health tool will remind get preventive care social networks health tool will roll us	0
founders settles racial discrimination lawsuit grand rapids mich settlement reached founders brewing co former employee sued company racial discrimination statement founders announced lawsuit dismissed based settlement thursday company didnt disclose terms settlement statement attributed founders coowners says pleased settle case	1
investigates requirements bus drivers maine drivers oui arrest arrest biddeford school bus driver weekend suspected operating influence investigates examined requirements drivers state maine state police said bus driver richard tanguay impaired drugs pulled arrested maine turnpike saturday evening sign newsletters police said tanguay driving bus full biddeford high school field hockey	0
duchess meghans fashion hits misses years see best worst looks former meghan markle worn days actress time royal	1
spalding says good neighbor simmons criticized athletic complex spalding university celebrating grand opening brandnew athletic complex wednesday development drawn criticism neighboring academic institution spalding broke ground million project april completed earlier month nearly acre complex includes two soccer fields softball field create home base studentathletes said spalding university president	1
fresh thyme close customers reacting dismay friday news fresh thyme farmers market will close doors bummer said becca wilharm nevada loaded groceries just purchased store car parking lot banner announcing stores closing draped along front wall green signs door announced sales final store	1
sled investigating deadly shooting involving upstate deputies pickens county sheriffs office says south carolina law enforcement division investigating use force incident resulted shooting death easley man sheriffs office said deputies called home around pm saturday nursery road easley response domestic disturbance deputies said incident yearold man died coroner since identified man rickey leonard	0
veggieobsessed farmers market restaurant will shutter next month mudhen set officially bow sunday november	0
vote north jersey football player week week teams battled postseason positioning secondtolast week regular season several players tremendous performances	0
weather forecast new orleans weather today weather week forecast	1
keller large rep katherine clark heard act wbztvs jon keller sits congresswoman katherine clark	1
indiana hospital system notifying patients data breach merrillville ind ap northwestern indiana hospital system warning patients personal information including social security numbers health records may exposed data breach methodist hospitals mailing letters patients detailing steps can take safeguard possible fraud northwest indiana times reported wednesday methodist	0
southwest flight attendant alleges pilots live streamed video camera lavatory denver southwest airlines flight attendant filed lawsuit alleging two pilots streamed video camera hidden lavatory according ktvt alleged incident occurred february flight attendant renee steinaker said working flight phoenix pittsburgh went cockpit saw ipad mounted windshield ipad	0
people cited violations clinton email probe state department completed internal investigation former secretary state hillary clintons use private email found violations people may face disciplinary action investigation launched three years ago determined people culpable cases sending classified information ended clintons personal email according letter sent	0
